0,1,1,0.017018
270,-1,1,0.24458
90,1,1,0.10161
225,1,1,0.016807
180,1,1,0.016873
180,-1,0,0.12132
225,1,1,1.1936
0,-1,0,0.2256
180,-1,0,0.33336
135,-1,1,0.18908
45,1,1,0.31609
180,1,1,0.089712
270,-1,0,0.016726
315,-1,0,0.016766
0,-1,0,0.15603
90,-1,0,0.32377
90,-1,0,0.079271
90,-1,0,0.03421
0,1,1,0.54051
315,-1,1,0.3363
315,-1,0,0.19049
45,-1,0,0.23607
90,-1,0,0.27913
0,1,0,0.94196
315,-1,1,0.057418
0,1,1,0.16581
90,1,1,0.17047
0,1,1,0.01675
0,1,1,0.073996
270,1,1,0.24028
270,-1,0,0.016817
45,-1,0,0.17873
270,-1,1,0.55021
180,1,1,0.016818
135,1,1,0.016774
225,1,1,0.23589
180,-1,0,0.25175
90,1,1,0.56257
90,-1,0,0.21607
315,-1,1,0.4018
0,-1,0,0.19695
45,-1,0,0.2098
90,1,1,0.016703
270,-1,0,0.23218
45,-1,0,0.046718
45,1,1,0.16632
315,-1,0,0.016836
45,1,1,0.08702
0,-1,0,0.22246
270,-1,0,0.016874
0,-1,0,0.19918
90,1,1,0.11061
45,-1,0,0.18221
135,1,1,0.27054
315,1,1,0.016814
315,-1,0,0.2524
225,-1,0,0.1841
0,1,1,0.1757
90,1,1,0.28438
180,1,1,0.016776
180,-1,0,0.23989
180,-1,0,0.016781
135,-1,0,0.22742
270,1,1,0.016771
135,1,1,0.26049
315,1,1,0.23627
45,1,1,0.016748
315,1,1,0.21904
270,1,1,0.23212
315,-1,0,0.01679
45,-1,0,0.016686
315,1,1,0.29741
270,-1,0,0.016755
225,1,1,0.2647
270,1,1,0.016868
0,1,1,0.24807
45,-1,0,0.18897
135,-1,0,0.11745
315,-1,0,0.044226
135,1,1,0.016822
0,-1,0,0.24858
135,-1,0,0.039707
225,-1,0,0.24744
180,-1,0,0.25482
45,-1,0,0.016874
45,1,1,0.016665
270,1,1,0.19778
180,1,1,0.016701
90,-1,0,0.016793
225,-1,0,0.016724
270,-1,0,0.15235
0,1,1,0.1729
135,1,1,0.2417
135,1,1,0.016749
135,-1,0,0.19173
135,-1,0,0.30462
