180,-1,1,0.80029
135,-1,1,0.52182
270,1,1,1.8156
45,-1,1,1.2792
90,1,1,0.96915
45,1,1,1.4233
45,1,1,1.3127
0,1,1,0.32773
45,1,1,0.49921
135,-1,0,1.572
315,1,1,0.55208
45,1,1,0.38764
0,-1,1,0.013427
225,1,1,1.1421
0,1,1,1.3191
225,1,0,0.92293
180,-1,0,0.28209
315,1,1,0.58967
180,-1,0,0.45267
0,-1,1,0.57882
270,-1,1,0.35903
45,1,0,1.9661
225,-1,1,0.42306
315,1,1,0.31205
45,1,1,1.1931
135,-1,0,0.97562
270,-1,1,0.23842
315,-1,0,0.26035
180,1,1,0.013449
270,-1,1,0.51277
135,-1,1,0.08498
90,-1,0,1.6052
0,1,1,0.089148
270,1,1,0.92819
270,-1,0,2.0142
225,1,1,0.52454
270,1,1,0.77907
315,1,1,0.91727
315,-1,1,1.595
0,1,0,1.344
0,1,1,0.25467
90,1,1,1.048
45,-1,1,0.55352
90,-1,1,1.1894
180,1,1,0.66037
270,-1,1,0.031184
315,-1,1,0.7742
90,-1,1,0.41547
45,1,1,1.1525
0,-1,0,0.12655
135,-1,1,0.013478
90,1,1,0.013421
315,1,1,0.59329
0,1,1,0.023632
135,1,0,1.5924
90,-1,1,4.2504
180,-1,1,1.316
90,1,1,0.51197
0,1,1,0.076138
270,-1,0,1.5866
225,-1,0,0.73285
315,-1,1,0.34405
225,-1,0,1.4686
90,-1,1,0.10958
225,-1,1,0.99564
135,-1,1,0.20271
225,1,0,0.8063
90,1,1,0.91399
270,1,1,1.1899
180,-1,1,0.85498
135,1,0,0.93957
225,-1,1,0.18924
90,1,1,1.8733
180,-1,1,1.2079
135,-1,1,2.391
225,-1,0,0.81376
0,-1,0,0.10563
225,1,1,1.3733
225,1,0,1.521
45,1,1,0.54853
225,1,1,1.0248
135,1,1,0.40138
180,-1,1,0.86169
45,1,0,1.6601
225,-1,1,0.28234
180,1,0,1.006
90,-1,0,1.4259
270,-1,1,0.57974
225,-1,0,1.5829
135,-1,1,0.18227
180,-1,0,0.33597
180,-1,0,0.65083
315,-1,1,1.5589
45,-1,1,0.61959
180,1,1,1.4335
270,1,0,1.7018
225,1,1,1.0176
180,1,1,0.62962
0,1,1,0.15737
135,1,1,0.60926
225,1,0,1.2176
90,-1,1,1.0033
315,1,1,1.4364
0,1,1,1.1425
180,-1,0,0.2897
315,1,1,1.2514
135,-1,1,0.40708
180,-1,1,1.7915
225,1,1,0.19088
0,-1,0,0.082458
45,1,1,0.59056
45,1,1,0.80449
270,1,1,0.51712
135,1,1,1.1487
225,-1,1,0.44782
0,-1,0,1.1032
45,1,1,0.82635
180,1,0,2.1936
135,1,1,0.72907
225,1,1,1.5455
225,1,1,0.38168
180,1,1,0.38669
225,1,1,1.0599
315,1,1,0.3943
315,-1,0,1.3374
315,-1,1,0.05588
315,1,1,0.030479
270,-1,1,0.36464
315,-1,0,0.6189
90,-1,1,3.055
0,-1,0,0.013475
45,1,0,1.62
135,-1,1,1.144
270,1,1,0.62751
225,-1,1,1.4319
180,1,1,0.013455
270,1,0,1.103
180,-1,0,1.3738
135,1,1,0.37269
135,-1,1,0.4267
135,1,1,0.89475
135,-1,1,0.76051
315,1,1,0.37775
270,-1,1,1.1922
0,1,1,2.2222
135,-1,1,0.38652
225,-1,0,0.87588
315,1,0,1.4345
90,1,1,0.53764
180,1,1,1.8237
90,-1,1,0.097029
225,1,1,1.9224
270,1,0,1.6556
0,1,1,0.017207
45,1,1,0.16703
225,1,1,0.46454
270,1,0,1.5968
90,1,1,0.62993
315,-1,1,0.19645
225,-1,1,0.55708
315,1,0,0.91858
0,-1,0,1.2136
315,-1,0,1.278
225,-1,0,0.77875
225,1,1,0.78489
225,1,1,0.42359
135,1,0,2.0462
135,1,1,1.3387
225,1,1,0.027821
180,1,1,0.77605
45,1,1,2.3953
180,1,1,0.01334
45,1,1,1.8273
90,-1,1,1.3279
45,-1,1,0.66511
180,-1,0,0.11167
270,-1,0,1.2399
180,1,1,0.55053
225,-1,1,0.31738
45,-1,1,0.30757
225,1,1,0.19642
90,1,1,0.73891
0,1,1,0.19579
45,-1,0,1.0498
135,1,1,0.2967
225,-1,0,0.53792
225,-1,1,0.48503
90,1,1,0.39622
135,-1,1,1.4089
135,1,1,0.013417
90,1,1,0.013388
45,-1,1,1.0621
90,-1,0,1.3142
315,1,1,1.0515
0,-1,1,1.4685
270,-1,0,1.2593
45,-1,1,0.020578
225,-1,0,0.87522
270,1,1,2.221
225,-1,1,0.81705
0,1,1,0.013398
225,1,1,0.21068
90,1,1,0.4434
0,1,1,0.53531
45,-1,0,0.93922
315,1,1,0.013517
135,1,1,0.4725
135,-1,1,0.83843
45,-1,0,1.499
180,1,1,0.013453
45,1,1,0.013451
270,1,1,1.4562
0,-1,0,0.017452
270,-1,0,1.0798
0,-1,0,0.033573
315,-1,0,0.52534
90,1,1,1.48
315,1,1,0.40242
180,-1,0,0.26464
0,-1,0,0.32145
135,1,1,0.013494
270,1,1,0.69658
270,1,1,0.17537
270,1,1,0.9523
180,-1,0,1.0897
45,-1,1,0.013374
135,-1,1,0.02126
45,1,1,0.65766
135,-1,1,0.62634
135,-1,1,1.3421
45,-1,1,0.37333
225,-1,0,0.64681
135,-1,1,0.81319
45,-1,1,0.97636
135,1,1,0.55933
270,1,1,0.77179
180,1,1,0.013525
315,-1,0,1.3202
0,-1,1,1.7262
45,-1,1,1.4964
270,-1,0,0.44951
270,1,0,0.74615
45,1,1,0.99597
180,-1,0,1.0423
225,1,1,0.54237
90,-1,1,0.19686
0,1,1,0.48022
315,-1,0,1.4466
45,-1,0,1.5331
225,1,1,0.63011
180,-1,0,0.82559
225,-1,1,0.013434
270,1,1,0.50252
0,-1,0,0.0134
0,1,1,0.013443
270,-1,0,0.82147
180,-1,0,0.97947
270,-1,1,0.52268
225,1,0,0.96619
270,-1,1,0.013432
180,-1,1,1.6581
315,-1,1,0.3778
180,1,1,0.013395
0,-1,1,0.17068
0,-1,1,0.8515
90,1,1,0.044911
90,-1,1,0.52598
315,1,1,0.082356
180,-1,1,0.013428
225,-1,0,0.70228
180,-1,1,0.29531
0,1,1,0.24797
225,-1,1,0.48366
135,-1,0,0.71383
315,-1,0,0.89437
135,-1,1,0.1215
270,-1,0,0.79995
180,-1,1,0.1051
270,-1,0,0.72633
180,1,1,0.16859
90,-1,1,0.013515
315,-1,0,0.48669
90,-1,1,0.2155
315,1,1,0.53399
0,-1,0,0.19616
90,-1,0,0.5417
180,-1,1,0.3585
180,-1,1,0.64132
180,1,1,1.4702
45,1,1,0.048991
45,-1,1,0.38592
135,-1,0,0.88854
0,-1,0,1.4104
225,1,1,1.6377
270,1,1,1.8467
315,1,1,0.69913
180,1,1,0.013445
135,1,1,0.079858
225,-1,0,1.0013
225,1,0,0.87186
315,-1,1,1.1665
0,-1,0,0.24205
90,1,0,0.83741
180,-1,1,0.043998
180,1,1,1.6878
45,1,1,0.013449
90,-1,1,0.0135
180,-1,1,0.01335
45,-1,0,1.516
135,1,1,0.7748
135,1,1,0.53665
225,-1,1,0.74536
0,-1,0,0.059065
180,-1,1,0.013385
225,-1,0,0.74895
180,-1,1,0.75494
45,1,0,1.7056
0,1,1,0.08297
315,-1,1,1.1558
0,-1,0,0.56523
315,1,1,0.19546
0,1,1,0.12997
0,1,1,0.14976
270,1,1,0.63358
225,-1,1,0.94638
135,-1,1,0.5424
0,-1,0,0.24259
225,1,0,1.6246
45,-1,1,0.39122
180,1,1,1.0782
225,-1,1,0.50565
90,-1,1,0.72809
225,-1,1,0.081454
135,-1,1,0.38149
315,-1,0,1.6866
135,1,0,0.41647
315,-1,0,0.88968
0,-1,0,0.78437
45,1,1,1.0201
315,1,1,0.11161
0,1,1,0.1324
225,-1,0,0.73311
315,1,1,0.41408
315,1,1,0.54851
315,1,1,0.014365
135,1,1,0.159
90,-1,0,0.4712
45,-1,1,0.013462
270,-1,1,0.29537
0,-1,0,0.013456
45,1,1,0.013493
0,1,1,0.013502
0,-1,0,0.013461
315,1,1,0.12791
135,1,1,0.25137
45,1,1,0.53008
270,-1,1,0.74494
270,1,0,0.5088
0,-1,0,0.013398
0,1,1,0.80126
315,1,1,0.43704
180,-1,0,0.95509
315,-1,1,0.013477
135,-1,1,0.33893
315,1,0,1.2732
90,1,1,0.64323
315,1,1,0.84117
0,-1,0,0.013428
0,-1,0,0.12074
225,-1,1,0.071583
